agegroup,gender,region,cancer,value,year
35-,F,Flemish,Lip,-,2015
35-,F,Flemish,Base of tongue,1,2015
35-,F,Flemish,Tongue,-,2015
35-,F,Flemish,Gum,-,2015
35-,F,Flemish,Floor of mouth,-,2015
35-,F,Flemish,Palate,-,2015
35-,F,Flemish,"Mouth, NOS",-,2015
35-,F,Flemish,Parotid gland,1,2015
35-,F,Flemish,"Salivary glands, NOS",-,2015
35-,F,Flemish,Tonsil,-,2015
35-,F,Flemish,Oropharynx,-,2015
35-,F,Flemish,Nasopharynx,-,2015
35-,F,Flemish,Pyriform sinus,-,2015
35-,F,Flemish,Hypopharynx,-,2015
35-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
35-,F,Flemish,Oesophagus,1,2015
35-,F,Flemish,Stomach,4,2015
35-,F,Flemish,Small intestine,6,2015
35-,F,Flemish,Colon,13,2015
35-,F,Flemish,Rectosigmoid junction,-,2015
35-,F,Flemish,Rectum,6,2015
35-,F,Flemish,Anus and anal canal,1,2015
35-,F,Flemish,Liver and intrahepatic bile ducts,-,2015
35-,F,Flemish,Gallbladder,-,2015
35-,F,Flemish,"Biliary tract, NOS",-,2015
35-,F,Flemish,Pancreas,4,2015
35-,F,Flemish,Other ill-defined digestive organs,1,2015
35-,F,Flemish,Nasal cavity and middle ear,1,2015
35-,F,Flemish,Accessory sinuses,-,2015
35-,F,Flemish,Larynx,1,2015
35-,F,Flemish,Trachea,-,2015
35-,F,Flemish,Bronchus and lung,3,2015
35-,F,Flemish,Thymus,-,2015
35-,F,Flemish,"Heart, mediastinum and pleura",-,2015
35-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
35-,F,Flemish,Bone and articular cartilage of limbs,1,2015
35-,F,Flemish,"Bone and articular cartilage, NOS",-,2015
35-,F,Flemish,Malignant melanoma of skin,43,2015
35-,F,Flemish,Malignant neoplasms of skin,6,2015
35-,F,Flemish,Mesothelioma,1,2015
35-,F,Flemish,Kaposi's sarcoma,-,2015
35-,F,Flemish,Soft tissues,5,2015
35-,F,Flemish,Retroperitoneum and peritoneum,1,2015
35-,F,Flemish,Breast,185,2015
35-,F,Flemish,Vulva,3,2015
35-,F,Flemish,Vagina,-,2015
35-,F,Flemish,Cervix uteri,39,2015
35-,F,Flemish,Corpus uteri,8,2015
35-,F,Flemish,Uterus,-,2015
35-,F,Flemish,Ovary,8,2015
35-,F,Flemish,"Female genital organs, NOS",2,2015
35-,F,Flemish,Placenta,1,2015
35-,F,Flemish,Kidney,6,2015
35-,F,Flemish,Renal pelvis,-,2015
35-,F,Flemish,Ureter,-,2015
35-,F,Flemish,Bladder,-,2015
35-,F,Flemish,"Urinary organs, NOS",-,2015
35-,F,Flemish,Eye and adnexa,-,2015
35-,F,Flemish,Meninges,-,2015
35-,F,Flemish,Brain,5,2015
35-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
35-,F,Flemish,Thyroid gland,29,2015
35-,F,Flemish,Adrenal gland,-,2015
35-,F,Flemish,"Endocrine glands, NOS",2,2015
35-,F,Flemish,Hodgkin's disease,-,2015
35-,F,Flemish,Non-Hodgkin-lymphoma,2,2015
35-,F,Flemish,Malignant immunoproliferative diseases,2,2015
35-,F,Flemish,Multiple myeloma,-,2015
35-,F,Flemish,Lymphoid leukaemia,2,2015
35-,F,Flemish,Myeloid leukaemia,2,2015
35-,F,Flemish,Monocytic leukaemia,-,2015
35-,F,Flemish,Leukaemia other,-,2015
35-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
35-,F,Flemish,Other and ill-defined sites,-,2015
35-,F,Flemish,Unknown primary site,3,2015
35-,F,Flemish,Myeloproliferative Disorders,4,2015
35-,F,Flemish,Myelodysplastic syndromes,2,2015
40-,F,Flemish,Lip,-,2015
40-,F,Flemish,Base of tongue,-,2015
40-,F,Flemish,Tongue,2,2015
40-,F,Flemish,Gum,-,2015
40-,F,Flemish,Floor of mouth,-,2015
40-,F,Flemish,Palate,1,2015
40-,F,Flemish,"Mouth, NOS",2,2015
40-,F,Flemish,Parotid gland,1,2015
40-,F,Flemish,"Salivary glands, NOS",-,2015
40-,F,Flemish,Tonsil,1,2015
40-,F,Flemish,Oropharynx,-,2015
40-,F,Flemish,Nasopharynx,1,2015
40-,F,Flemish,Pyriform sinus,1,2015
40-,F,Flemish,Hypopharynx,-,2015
40-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
40-,F,Flemish,Oesophagus,-,2015
40-,F,Flemish,Stomach,11,2015
40-,F,Flemish,Small intestine,2,2015
40-,F,Flemish,Colon,23,2015
40-,F,Flemish,Rectosigmoid junction,-,2015
40-,F,Flemish,Rectum,15,2015
40-,F,Flemish,Anus and anal canal,1,2015
40-,F,Flemish,Liver and intrahepatic bile ducts,5,2015
40-,F,Flemish,Gallbladder,-,2015
40-,F,Flemish,"Biliary tract, NOS",1,2015
40-,F,Flemish,Pancreas,5,2015
40-,F,Flemish,Other ill-defined digestive organs,-,2015
40-,F,Flemish,Nasal cavity and middle ear,1,2015
40-,F,Flemish,Accessory sinuses,1,2015
40-,F,Flemish,Larynx,1,2015
40-,F,Flemish,Trachea,-,2015
40-,F,Flemish,Bronchus and lung,12,2015
40-,F,Flemish,Thymus,-,2015
40-,F,Flemish,"Heart, mediastinum and pleura",-,2015
40-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
40-,F,Flemish,Bone and articular cartilage of limbs,3,2015
40-,F,Flemish,"Bone and articular cartilage, NOS",2,2015
40-,F,Flemish,Malignant melanoma of skin,84,2015
40-,F,Flemish,Malignant neoplasms of skin,21,2015
40-,F,Flemish,Mesothelioma,2,2015
40-,F,Flemish,Kaposi's sarcoma,-,2015
40-,F,Flemish,Soft tissues,3,2015
40-,F,Flemish,Retroperitoneum and peritoneum,-,2015
40-,F,Flemish,Breast,297,2015
40-,F,Flemish,Vulva,1,2015
40-,F,Flemish,Vagina,-,2015
40-,F,Flemish,Cervix uteri,38,2015
40-,F,Flemish,Corpus uteri,14,2015
40-,F,Flemish,Uterus,-,2015
40-,F,Flemish,Ovary,15,2015
40-,F,Flemish,"Female genital organs, NOS",-,2015
40-,F,Flemish,Placenta,-,2015
40-,F,Flemish,Kidney,11,2015
40-,F,Flemish,Renal pelvis,-,2015
40-,F,Flemish,Ureter,-,2015
40-,F,Flemish,Bladder,3,2015
40-,F,Flemish,"Urinary organs, NOS",-,2015
40-,F,Flemish,Eye and adnexa,1,2015
40-,F,Flemish,Meninges,-,2015
40-,F,Flemish,Brain,10,2015
40-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",1,2015
40-,F,Flemish,Thyroid gland,47,2015
40-,F,Flemish,Adrenal gland,1,2015
40-,F,Flemish,"Endocrine glands, NOS",1,2015
40-,F,Flemish,Hodgkin's disease,6,2015
40-,F,Flemish,Non-Hodgkin-lymphoma,11,2015
40-,F,Flemish,Malignant immunoproliferative diseases,1,2015
40-,F,Flemish,Multiple myeloma,7,2015
40-,F,Flemish,Lymphoid leukaemia,1,2015
40-,F,Flemish,Myeloid leukaemia,4,2015
40-,F,Flemish,Monocytic leukaemia,1,2015
40-,F,Flemish,Leukaemia other,-,2015
40-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
40-,F,Flemish,Other and ill-defined sites,-,2015
40-,F,Flemish,Unknown primary site,3,2015
40-,F,Flemish,Myeloproliferative Disorders,6,2015
40-,F,Flemish,Myelodysplastic syndromes,2,2015
45-,F,Flemish,Lip,1,2015
45-,F,Flemish,Base of tongue,2,2015
45-,F,Flemish,Tongue,3,2015
45-,F,Flemish,Gum,2,2015
45-,F,Flemish,Floor of mouth,1,2015
45-,F,Flemish,Palate,2,2015
45-,F,Flemish,"Mouth, NOS",-,2015
45-,F,Flemish,Parotid gland,1,2015
45-,F,Flemish,"Salivary glands, NOS",-,2015
45-,F,Flemish,Tonsil,-,2015
45-,F,Flemish,Oropharynx,-,2015
45-,F,Flemish,Nasopharynx,-,2015
45-,F,Flemish,Pyriform sinus,1,2015
45-,F,Flemish,Hypopharynx,-,2015
45-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
45-,F,Flemish,Oesophagus,2,2015
45-,F,Flemish,Stomach,15,2015
45-,F,Flemish,Small intestine,1,2015
45-,F,Flemish,Colon,55,2015
45-,F,Flemish,Rectosigmoid junction,1,2015
45-,F,Flemish,Rectum,17,2015
45-,F,Flemish,Anus and anal canal,5,2015
45-,F,Flemish,Liver and intrahepatic bile ducts,4,2015
45-,F,Flemish,Gallbladder,-,2015
45-,F,Flemish,"Biliary tract, NOS",-,2015
45-,F,Flemish,Pancreas,6,2015
45-,F,Flemish,Other ill-defined digestive organs,1,2015
45-,F,Flemish,Nasal cavity and middle ear,2,2015
45-,F,Flemish,Accessory sinuses,1,2015
45-,F,Flemish,Larynx,2,2015
45-,F,Flemish,Trachea,-,2015
45-,F,Flemish,Bronchus and lung,44,2015
45-,F,Flemish,Thymus,-,2015
45-,F,Flemish,"Heart, mediastinum and pleura",-,2015
45-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
45-,F,Flemish,Bone and articular cartilage of limbs,1,2015
45-,F,Flemish,"Bone and articular cartilage, NOS",2,2015
45-,F,Flemish,Malignant melanoma of skin,96,2015
45-,F,Flemish,Malignant neoplasms of skin,36,2015
45-,F,Flemish,Mesothelioma,-,2015
45-,F,Flemish,Kaposi's sarcoma,1,2015
45-,F,Flemish,Soft tissues,3,2015
45-,F,Flemish,Retroperitoneum and peritoneum,1,2015
45-,F,Flemish,Breast,583,2015
45-,F,Flemish,Vulva,2,2015
45-,F,Flemish,Vagina,1,2015
45-,F,Flemish,Cervix uteri,51,2015
45-,F,Flemish,Corpus uteri,20,2015
45-,F,Flemish,Uterus,-,2015
45-,F,Flemish,Ovary,16,2015
45-,F,Flemish,"Female genital organs, NOS",1,2015
45-,F,Flemish,Placenta,-,2015
45-,F,Flemish,Kidney,14,2015
45-,F,Flemish,Renal pelvis,-,2015
45-,F,Flemish,Ureter,-,2015
45-,F,Flemish,Bladder,2,2015
45-,F,Flemish,"Urinary organs, NOS",-,2015
45-,F,Flemish,Eye and adnexa,2,2015
45-,F,Flemish,Meninges,2,2015
45-,F,Flemish,Brain,13,2015
45-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",2,2015
45-,F,Flemish,Thyroid gland,38,2015
45-,F,Flemish,Adrenal gland,3,2015
45-,F,Flemish,"Endocrine glands, NOS",-,2015
45-,F,Flemish,Hodgkin's disease,3,2015
45-,F,Flemish,Non-Hodgkin-lymphoma,15,2015
45-,F,Flemish,Malignant immunoproliferative diseases,1,2015
45-,F,Flemish,Multiple myeloma,7,2015
45-,F,Flemish,Lymphoid leukaemia,6,2015
45-,F,Flemish,Myeloid leukaemia,13,2015
45-,F,Flemish,Monocytic leukaemia,-,2015
45-,F,Flemish,Leukaemia other,-,2015
45-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",3,2015
45-,F,Flemish,Other and ill-defined sites,-,2015
45-,F,Flemish,Unknown primary site,4,2015
45-,F,Flemish,Myeloproliferative Disorders,11,2015
45-,F,Flemish,Myelodysplastic syndromes,4,2015
50-,F,Flemish,Lip,1,2015
50-,F,Flemish,Base of tongue,2,2015
50-,F,Flemish,Tongue,6,2015
50-,F,Flemish,Gum,-,2015
50-,F,Flemish,Floor of mouth,5,2015
50-,F,Flemish,Palate,2,2015
50-,F,Flemish,"Mouth, NOS",-,2015
50-,F,Flemish,Parotid gland,4,2015
50-,F,Flemish,"Salivary glands, NOS",-,2015
50-,F,Flemish,Tonsil,4,2015
50-,F,Flemish,Oropharynx,1,2015
50-,F,Flemish,Nasopharynx,-,2015
50-,F,Flemish,Pyriform sinus,-,2015
50-,F,Flemish,Hypopharynx,-,2015
50-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
50-,F,Flemish,Oesophagus,4,2015
50-,F,Flemish,Stomach,12,2015
50-,F,Flemish,Small intestine,3,2015
50-,F,Flemish,Colon,69,2015
50-,F,Flemish,Rectosigmoid junction,1,2015
50-,F,Flemish,Rectum,38,2015
50-,F,Flemish,Anus and anal canal,7,2015
50-,F,Flemish,Liver and intrahepatic bile ducts,12,2015
50-,F,Flemish,Gallbladder,1,2015
50-,F,Flemish,"Biliary tract, NOS",5,2015
50-,F,Flemish,Pancreas,20,2015
50-,F,Flemish,Other ill-defined digestive organs,-,2015
50-,F,Flemish,Nasal cavity and middle ear,-,2015
50-,F,Flemish,Accessory sinuses,-,2015
50-,F,Flemish,Larynx,5,2015
50-,F,Flemish,Trachea,1,2015
50-,F,Flemish,Bronchus and lung,104,2015
50-,F,Flemish,Thymus,-,2015
50-,F,Flemish,"Heart, mediastinum and pleura",-,2015
50-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
50-,F,Flemish,Bone and articular cartilage of limbs,1,2015
50-,F,Flemish,"Bone and articular cartilage, NOS",1,2015
50-,F,Flemish,Malignant melanoma of skin,125,2015
50-,F,Flemish,Malignant neoplasms of skin,61,2015
50-,F,Flemish,Mesothelioma,1,2015
50-,F,Flemish,Kaposi's sarcoma,-,2015
50-,F,Flemish,Soft tissues,6,2015
50-,F,Flemish,Retroperitoneum and peritoneum,6,2015
50-,F,Flemish,Breast,716,2015
50-,F,Flemish,Vulva,10,2015
50-,F,Flemish,Vagina,4,2015
50-,F,Flemish,Cervix uteri,35,2015
50-,F,Flemish,Corpus uteri,50,2015
50-,F,Flemish,Uterus,-,2015
50-,F,Flemish,Ovary,30,2015
50-,F,Flemish,"Female genital organs, NOS",6,2015
50-,F,Flemish,Placenta,-,2015
50-,F,Flemish,Kidney,23,2015
50-,F,Flemish,Renal pelvis,2,2015
50-,F,Flemish,Ureter,-,2015
50-,F,Flemish,Bladder,6,2015
50-,F,Flemish,"Urinary organs, NOS",-,2015
50-,F,Flemish,Eye and adnexa,4,2015
50-,F,Flemish,Meninges,1,2015
50-,F,Flemish,Brain,13,2015
50-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
50-,F,Flemish,Thyroid gland,36,2015
50-,F,Flemish,Adrenal gland,3,2015
50-,F,Flemish,"Endocrine glands, NOS",-,2015
50-,F,Flemish,Hodgkin's disease,4,2015
50-,F,Flemish,Non-Hodgkin-lymphoma,33,2015
50-,F,Flemish,Malignant immunoproliferative diseases,2,2015
50-,F,Flemish,Multiple myeloma,13,2015
50-,F,Flemish,Lymphoid leukaemia,16,2015
50-,F,Flemish,Myeloid leukaemia,11,2015
50-,F,Flemish,Monocytic leukaemia,-,2015
50-,F,Flemish,Leukaemia other,1,2015
50-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
50-,F,Flemish,Other and ill-defined sites,1,2015
50-,F,Flemish,Unknown primary site,5,2015
50-,F,Flemish,Myeloproliferative Disorders,10,2015
50-,F,Flemish,Myelodysplastic syndromes,3,2015
55-,F,Flemish,Lip,1,2015
55-,F,Flemish,Base of tongue,3,2015
55-,F,Flemish,Tongue,7,2015
55-,F,Flemish,Gum,1,2015
55-,F,Flemish,Floor of mouth,6,2015
55-,F,Flemish,Palate,2,2015
55-,F,Flemish,"Mouth, NOS",1,2015
55-,F,Flemish,Parotid gland,5,2015
55-,F,Flemish,"Salivary glands, NOS",-,2015
55-,F,Flemish,Tonsil,4,2015
55-,F,Flemish,Oropharynx,4,2015
55-,F,Flemish,Nasopharynx,1,2015
55-,F,Flemish,Pyriform sinus,2,2015
55-,F,Flemish,Hypopharynx,2,2015
55-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
55-,F,Flemish,Oesophagus,16,2015
55-,F,Flemish,Stomach,21,2015
55-,F,Flemish,Small intestine,7,2015
55-,F,Flemish,Colon,139,2015
55-,F,Flemish,Rectosigmoid junction,3,2015
55-,F,Flemish,Rectum,58,2015
55-,F,Flemish,Anus and anal canal,9,2015
55-,F,Flemish,Liver and intrahepatic bile ducts,6,2015
55-,F,Flemish,Gallbladder,1,2015
55-,F,Flemish,"Biliary tract, NOS",4,2015
55-,F,Flemish,Pancreas,38,2015
55-,F,Flemish,Other ill-defined digestive organs,-,2015
55-,F,Flemish,Nasal cavity and middle ear,2,2015
55-,F,Flemish,Accessory sinuses,2,2015
55-,F,Flemish,Larynx,3,2015
55-,F,Flemish,Trachea,-,2015
55-,F,Flemish,Bronchus and lung,175,2015
55-,F,Flemish,Thymus,2,2015
55-,F,Flemish,"Heart, mediastinum and pleura",-,2015
55-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
55-,F,Flemish,Bone and articular cartilage of limbs,1,2015
55-,F,Flemish,"Bone and articular cartilage, NOS",1,2015
55-,F,Flemish,Malignant melanoma of skin,111,2015
55-,F,Flemish,Malignant neoplasms of skin,84,2015
55-,F,Flemish,Mesothelioma,4,2015
55-,F,Flemish,Kaposi's sarcoma,-,2015
55-,F,Flemish,Soft tissues,10,2015
55-,F,Flemish,Retroperitoneum and peritoneum,1,2015
55-,F,Flemish,Breast,730,2015
55-,F,Flemish,Vulva,11,2015
55-,F,Flemish,Vagina,1,2015
55-,F,Flemish,Cervix uteri,32,2015
55-,F,Flemish,Corpus uteri,98,2015
55-,F,Flemish,Uterus,-,2015
55-,F,Flemish,Ovary,43,2015
55-,F,Flemish,"Female genital organs, NOS",7,2015
55-,F,Flemish,Placenta,-,2015
55-,F,Flemish,Kidney,29,2015
55-,F,Flemish,Renal pelvis,3,2015
55-,F,Flemish,Ureter,2,2015
55-,F,Flemish,Bladder,12,2015
55-,F,Flemish,"Urinary organs, NOS",-,2015
55-,F,Flemish,Eye and adnexa,4,2015
55-,F,Flemish,Meninges,1,2015
55-,F,Flemish,Brain,28,2015
55-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",1,2015
55-,F,Flemish,Thyroid gland,47,2015
55-,F,Flemish,Adrenal gland,6,2015
55-,F,Flemish,"Endocrine glands, NOS",1,2015
55-,F,Flemish,Hodgkin's disease,4,2015
55-,F,Flemish,Non-Hodgkin-lymphoma,35,2015
55-,F,Flemish,Malignant immunoproliferative diseases,9,2015
55-,F,Flemish,Multiple myeloma,12,2015
55-,F,Flemish,Lymphoid leukaemia,16,2015
55-,F,Flemish,Myeloid leukaemia,9,2015
55-,F,Flemish,Monocytic leukaemia,2,2015
55-,F,Flemish,Leukaemia other,-,2015
55-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
55-,F,Flemish,Other and ill-defined sites,-,2015
55-,F,Flemish,Unknown primary site,17,2015
55-,F,Flemish,Myeloproliferative Disorders,16,2015
55-,F,Flemish,Myelodysplastic syndromes,10,2015
60-,F,Flemish,Lip,-,2015
60-,F,Flemish,Base of tongue,3,2015
60-,F,Flemish,Tongue,5,2015
60-,F,Flemish,Gum,2,2015
60-,F,Flemish,Floor of mouth,10,2015
60-,F,Flemish,Palate,5,2015
60-,F,Flemish,"Mouth, NOS",3,2015
60-,F,Flemish,Parotid gland,-,2015
60-,F,Flemish,"Salivary glands, NOS",-,2015
60-,F,Flemish,Tonsil,14,2015
60-,F,Flemish,Oropharynx,5,2015
60-,F,Flemish,Nasopharynx,-,2015
60-,F,Flemish,Pyriform sinus,4,2015
60-,F,Flemish,Hypopharynx,3,2015
60-,F,Flemish,"Lip, oral cavity and pharynx, NOS",1,2015
60-,F,Flemish,Oesophagus,21,2015
60-,F,Flemish,Stomach,34,2015
60-,F,Flemish,Small intestine,7,2015
60-,F,Flemish,Colon,221,2015
60-,F,Flemish,Rectosigmoid junction,2,2015
60-,F,Flemish,Rectum,75,2015
60-,F,Flemish,Anus and anal canal,2,2015
60-,F,Flemish,Liver and intrahepatic bile ducts,14,2015
60-,F,Flemish,Gallbladder,3,2015
60-,F,Flemish,"Biliary tract, NOS",7,2015
60-,F,Flemish,Pancreas,43,2015
60-,F,Flemish,Other ill-defined digestive organs,-,2015
60-,F,Flemish,Nasal cavity and middle ear,1,2015
60-,F,Flemish,Accessory sinuses,1,2015
60-,F,Flemish,Larynx,4,2015
60-,F,Flemish,Trachea,-,2015
60-,F,Flemish,Bronchus and lung,246,2015
60-,F,Flemish,Thymus,1,2015
60-,F,Flemish,"Heart, mediastinum and pleura",-,2015
60-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
60-,F,Flemish,Bone and articular cartilage of limbs,-,2015
60-,F,Flemish,"Bone and articular cartilage, NOS",1,2015
60-,F,Flemish,Malignant melanoma of skin,106,2015
60-,F,Flemish,Malignant neoplasms of skin,98,2015
60-,F,Flemish,Mesothelioma,2,2015
60-,F,Flemish,Kaposi's sarcoma,1,2015
60-,F,Flemish,Soft tissues,11,2015
60-,F,Flemish,Retroperitoneum and peritoneum,3,2015
60-,F,Flemish,Breast,740,2015
60-,F,Flemish,Vulva,9,2015
60-,F,Flemish,Vagina,3,2015
60-,F,Flemish,Cervix uteri,24,2015
60-,F,Flemish,Corpus uteri,119,2015
60-,F,Flemish,Uterus,1,2015
60-,F,Flemish,Ovary,62,2015
60-,F,Flemish,"Female genital organs, NOS",7,2015
60-,F,Flemish,Placenta,-,2015
60-,F,Flemish,Kidney,37,2015
60-,F,Flemish,Renal pelvis,3,2015
60-,F,Flemish,Ureter,4,2015
60-,F,Flemish,Bladder,25,2015
60-,F,Flemish,"Urinary organs, NOS",-,2015
60-,F,Flemish,Eye and adnexa,3,2015
60-,F,Flemish,Meninges,-,2015
60-,F,Flemish,Brain,25,2015
60-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",1,2015
60-,F,Flemish,Thyroid gland,35,2015
60-,F,Flemish,Adrenal gland,4,2015
60-,F,Flemish,"Endocrine glands, NOS",-,2015
60-,F,Flemish,Hodgkin's disease,1,2015
60-,F,Flemish,Non-Hodgkin-lymphoma,53,2015
60-,F,Flemish,Malignant immunoproliferative diseases,5,2015
60-,F,Flemish,Multiple myeloma,13,2015
60-,F,Flemish,Lymphoid leukaemia,30,2015
60-,F,Flemish,Myeloid leukaemia,13,2015
60-,F,Flemish,Monocytic leukaemia,2,2015
60-,F,Flemish,Leukaemia other,-,2015
60-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",2,2015
60-,F,Flemish,Other and ill-defined sites,-,2015
60-,F,Flemish,Unknown primary site,25,2015
60-,F,Flemish,Myeloproliferative Disorders,25,2015
60-,F,Flemish,Myelodysplastic syndromes,13,2015
65-,F,Flemish,Lip,-,2015
65-,F,Flemish,Base of tongue,3,2015
65-,F,Flemish,Tongue,7,2015
65-,F,Flemish,Gum,3,2015
65-,F,Flemish,Floor of mouth,7,2015
65-,F,Flemish,Palate,4,2015
65-,F,Flemish,"Mouth, NOS",6,2015
65-,F,Flemish,Parotid gland,2,2015
65-,F,Flemish,"Salivary glands, NOS",1,2015
65-,F,Flemish,Tonsil,10,2015
65-,F,Flemish,Oropharynx,5,2015
65-,F,Flemish,Nasopharynx,1,2015
65-,F,Flemish,Pyriform sinus,2,2015
65-,F,Flemish,Hypopharynx,-,2015
65-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
65-,F,Flemish,Oesophagus,21,2015
65-,F,Flemish,Stomach,27,2015
65-,F,Flemish,Small intestine,9,2015
65-,F,Flemish,Colon,185,2015
65-,F,Flemish,Rectosigmoid junction,3,2015
65-,F,Flemish,Rectum,47,2015
65-,F,Flemish,Anus and anal canal,11,2015
65-,F,Flemish,Liver and intrahepatic bile ducts,23,2015
65-,F,Flemish,Gallbladder,7,2015
65-,F,Flemish,"Biliary tract, NOS",11,2015
65-,F,Flemish,Pancreas,73,2015
65-,F,Flemish,Other ill-defined digestive organs,-,2015
65-,F,Flemish,Nasal cavity and middle ear,-,2015
65-,F,Flemish,Accessory sinuses,-,2015
65-,F,Flemish,Larynx,7,2015
65-,F,Flemish,Trachea,-,2015
65-,F,Flemish,Bronchus and lung,251,2015
65-,F,Flemish,Thymus,3,2015
65-,F,Flemish,"Heart, mediastinum and pleura",-,2015
65-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
65-,F,Flemish,Bone and articular cartilage of limbs,-,2015
65-,F,Flemish,"Bone and articular cartilage, NOS",-,2015
65-,F,Flemish,Malignant melanoma of skin,80,2015
65-,F,Flemish,Malignant neoplasms of skin,168,2015
65-,F,Flemish,Mesothelioma,7,2015
65-,F,Flemish,Kaposi's sarcoma,-,2015
65-,F,Flemish,Soft tissues,11,2015
65-,F,Flemish,Retroperitoneum and peritoneum,4,2015
65-,F,Flemish,Breast,751,2015
65-,F,Flemish,Vulva,13,2015
65-,F,Flemish,Vagina,3,2015
65-,F,Flemish,Cervix uteri,20,2015
65-,F,Flemish,Corpus uteri,149,2015
65-,F,Flemish,Uterus,-,2015
65-,F,Flemish,Ovary,62,2015
65-,F,Flemish,"Female genital organs, NOS",5,2015
65-,F,Flemish,Placenta,-,2015
65-,F,Flemish,Kidney,49,2015
65-,F,Flemish,Renal pelvis,4,2015
65-,F,Flemish,Ureter,4,2015
65-,F,Flemish,Bladder,29,2015
65-,F,Flemish,"Urinary organs, NOS",1,2015
65-,F,Flemish,Eye and adnexa,-,2015
65-,F,Flemish,Meninges,-,2015
65-,F,Flemish,Brain,22,2015
65-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
65-,F,Flemish,Thyroid gland,28,2015
65-,F,Flemish,Adrenal gland,5,2015
65-,F,Flemish,"Endocrine glands, NOS",4,2015
65-,F,Flemish,Hodgkin's disease,3,2015
65-,F,Flemish,Non-Hodgkin-lymphoma,72,2015
65-,F,Flemish,Malignant immunoproliferative diseases,11,2015
65-,F,Flemish,Multiple myeloma,21,2015
65-,F,Flemish,Lymphoid leukaemia,38,2015
65-,F,Flemish,Myeloid leukaemia,20,2015
65-,F,Flemish,Monocytic leukaemia,-,2015
65-,F,Flemish,Leukaemia other,-,2015
65-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",2,2015
65-,F,Flemish,Other and ill-defined sites,2,2015
65-,F,Flemish,Unknown primary site,35,2015
65-,F,Flemish,Myeloproliferative Disorders,29,2015
65-,F,Flemish,Myelodysplastic syndromes,16,2015
70-,F,Flemish,Lip,2,2015
70-,F,Flemish,Base of tongue,2,2015
70-,F,Flemish,Tongue,3,2015
70-,F,Flemish,Gum,2,2015
70-,F,Flemish,Floor of mouth,3,2015
70-,F,Flemish,Palate,1,2015
70-,F,Flemish,"Mouth, NOS",4,2015
70-,F,Flemish,Parotid gland,6,2015
70-,F,Flemish,"Salivary glands, NOS",2,2015
70-,F,Flemish,Tonsil,6,2015
70-,F,Flemish,Oropharynx,3,2015
70-,F,Flemish,Nasopharynx,-,2015
70-,F,Flemish,Pyriform sinus,1,2015
70-,F,Flemish,Hypopharynx,1,2015
70-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
70-,F,Flemish,Oesophagus,22,2015
70-,F,Flemish,Stomach,28,2015
70-,F,Flemish,Small intestine,6,2015
70-,F,Flemish,Colon,195,2015
70-,F,Flemish,Rectosigmoid junction,4,2015
70-,F,Flemish,Rectum,66,2015
70-,F,Flemish,Anus and anal canal,7,2015
70-,F,Flemish,Liver and intrahepatic bile ducts,19,2015
70-,F,Flemish,Gallbladder,3,2015
70-,F,Flemish,"Biliary tract, NOS",10,2015
70-,F,Flemish,Pancreas,75,2015
70-,F,Flemish,Other ill-defined digestive organs,2,2015
70-,F,Flemish,Nasal cavity and middle ear,-,2015
70-,F,Flemish,Accessory sinuses,1,2015
70-,F,Flemish,Larynx,14,2015
70-,F,Flemish,Trachea,-,2015
70-,F,Flemish,Bronchus and lung,214,2015
70-,F,Flemish,Thymus,-,2015
70-,F,Flemish,"Heart, mediastinum and pleura",-,2015
70-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
